0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2019-09-01 8:00,1,jeju,4,수집,공기질,온도,23.939,24.761,24.3078,121.539,5,0.602162769,0.3626,,20190901,8,0,,
2019-09-01 8:00,1,jeju,5,수집,공기질,습도,62.395,64.605,63.679,318.395,5,0.874642784,0.765,,20190901,8,0,,
2019-09-01 8:00,1,jeju,5,수집,공기질,초미세먼지,3.825,11.175,5.765,28.825,5,2.671142078,7.135,,20190901,8,0,,
2019-09-01 8:00,1,jeju,5,수집,공기질,온도,24.097,25.503,24.6994,123.497,5,0.780128195,0.6086,,20190901,8,0,,
2019-09-01 8:00,1,jeju,6,수집,공기질,습도,62.43,63.57,62.886,314.43,5,0.754983444,0.57,,20190901,8,0,,
2019-09-01 8:00,1,jeju,6,수집,공기질,초미세먼지,9.325,28.675,15.865,79.325,5,7.090486584,50.275,,20190901,8,0,,
2019-09-01 8:00,1,jeju,6,수집,공기질,온도,21.261,22.239,21.6722,108.361,5,0.66437941,0.4414,,20190901,8,0,,
2019-09-01 8:00,1,jeju,7,수집,공기질,습도,70.644,71.356,70.9288,354.644,5,0.596657356,0.356,,20190901,8,0,,
2019-09-01 8:00,1,jeju,7,수집,공기질,초미세먼지,1.997,8.003,3.9994,19.997,5,2.098332671,4.403,,20190901,8,0,,
2019-09-01 8:00,1,jeju,7,수집,공기질,온도,20.62,21.08,20.844,104.22,5,0.426145515,0.1816,,20190901,8,0,,
2019-09-01 8:00,1,jeju,8,수집,공기질,습도,61.861,64.139,62.9722,314.861,5,0.969020124,0.939,,20190901,8,0,,
2019-09-01 8:00,1,jeju,8,수집,공기질,초미세먼지,15.318,16.682,15.8636,79.318,5,0.825832913,0.682,,20190901,8,0,,
2019-09-01 8:00,1,jeju,8,수집,공기질,온도,15.701,16.899,16.2202,81.101,5,0.710352025,0.5046,,20190901,8,0,,
2019-09-01 8:00,1,jeju,9,수집,공기질,습도,65.826,80.174,72.9652,364.826,5,4.579737984,20.974,,20190901,8,0,,
2019-09-01 8:00,1,jeju,9,수집,공기질,초미세먼지,3.424,6.576,4.6848,23.424,5,1.239354671,1.536,,20190901,8,0,,
2019-09-01 8:00,1,jeju,9,수집,공기질,온도,15.755,16.345,16.031,80.155,5,0.394208067,0.1554,,20190901,8,0,,
2019-09-01 8:00,1,jeju,10,수집,공기질,습도,74.594,76.406,75.5188,377.594,5,0.803741252,0.646,,20190901,8,0,,
2019-09-01 8:00,1,jeju,10,수집,공기질,초미세먼지,0.993,5.007,2.5986,12.993,5,1.626960356,2.647,,20190901,8,0,,
2019-09-01 8:00,1,jeju,10,수집,공기질,온도,23.632,24.968,24.2064,121.032,5,0.757363849,0.5736,,20190901,8,0,,
2019-09-01 8:00,1,jeju,11,수집,공기질,습도,80.738,81.262,80.9476,404.738,5,0.511859356,0.262,,20190901,8,0,,
2019-09-01 8:00,1,jeju,11,수집,공기질,초미세먼지,1.758,5.242,3.1516,15.758,5,1.265701387,1.602,,20190901,8,0,,
2019-09-01 8:00,1,jeju,11,수집,공기질,온도,21.991,22.509,22.2382,111.191,5,0.458911756,0.2106,,20190901,8,0,,
2019-09-01 8:00,1,jeju,12,수집,공기질,습도,94.356,97.644,96.1212,384.356,4,1.153906409,1.3315,,20190901,8,0,,
2019-09-01 8:00,1,jeju,12,수집,공기질,초미세먼지,2.49,4.51,3.148,12.49,4,0.835164654,0.6975,,20190901,8,0,,
2019-09-01 8:00,1,jeju,12,수집,공기질,온도,22.738,23.162,22.9176,91.638,4,0.405585996,0.1645,,20190901,8,0,,
2019-09-01 8:00,1,jeju,13,수집,공기질,습도,58.337,59.663,58.8674,294.337,5,0.814248119,0.663,,20190901,8,0,,
